recovery_case_id,service_ticket_id,pms_reservation_id,crm_guest_id,reservation_match_confidence,reservation_match_method,crm_match_confidence,crm_match_method,comp_match_confidence,comp_match_method,guest_tier,traveler_segment,nightly_rate,stay_value,estimated_lifetime_value,guest_value_score,repeat_comp_review_risk,arrival_date,service_date,booking_channel_proxy,room_type_mismatch,room_move_count,special_requests_count,failure_category,issue_code_raw,failure_type,severity,severity_inferred_flag,hotel_responsibility_score,reported_in_stay,resolution_delay_minutes,complaint_sentiment_intensity,review_risk_score,post_stay_score,actual_comp_codes_normalized,actual_comp_labels_raw,actual_comp_face_value,actual_comp_internal_cost,total_onsite_spend,f_and_b_spend,spa_wellness_spend,parking_spend,occupancy_pressure,housekeeping_pressure,front_desk_queue_pressure,food_beverage_capacity_pressure,spa_capacity_pressure,target_property_name,has_rooftop_f_and_b,has_lobby_lounge,has_spa_wellness,has_pool_or_rooftop,has_parking_or_fee_recovery_context,has_beachfront_or_ocean_context,property_context_confidence,rooftop_f_and_b_fit_modifier,spa_wellness_fit_modifier,lobby_lounge_fit_modifier,parking_fee_fit_modifier,late_checkout_fit_modifier,room_upgrade_fit_modifier,brand_experience_weight,property_context_provenance,public_review_risk_prior,review_context_confidence,review_context_provenance,event_pressure_index,weather_disruption_index,local_demand_pressure_index,high_local_demand_flag,demand_context_confidence,demand_context_provenance,target_public_rate,comp_set_median_rate,market_median_rate,proper_vs_comp_set_index,public_rate_pressure_index,high_demand_rate_flag,upgrade_opportunity_cost_proxy,refund_cost_pressure,pricing_quote_count,rate_context_confidence,pricing_provenance,data_quality_flags
case_00108,TKT000108,PMS000067,CRM000067,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,local_staycation,730,2920,6410,0.316,0,2026-06-03,2026-06-04,ota,true,1,1,room_assignment_expectation_gap,wrong room,outcome,3,true,0.74,true,98,0.6,0.501,0,,,0,0,155,0,0,0,0.681,0.758,0.553,0.62,0.553,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.22,0.08,0.221,false,0.32,sample_seed_local_demand_context,835,810,822,1.031,0.85,true,223,1.225,6,0.92,sample_seed_public_rate_shape,severity_inferred;no_review_or_survey;no_comp_record
case_00109,TKT000109,PMS001148,CRM001148,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,returning_guest,family_beach_trip,740,3700,10170,0.482,0,2026-11-29,2026-12-02,corporate,false,0,1,f_and_b_service_lapse,order problem,process,1,false,0.7,true,5,0.051,0.248,9.0,,,0,0,85,0,0,85,0.481,0.37,0.277,0.302,0.195,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.22,0.126,0.229,false,0.32,sample_seed_local_demand_context,665,635,650,1.047,0.178,false,79,0.946,6,0.92,sample_seed_public_rate_shape,no_comp_record
case_00110,TKT000110,PMS000409,CRM000409,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.62,reservation_level_comp_match,vip_guest,coastal_weekend,940,2820,17260,0.696,0.2,2026-08-03,2026-08-05,group_or_event,false,0,1,room_assignment_expectation_gap,upgrade expectation,outcome,3,false,0.74,true,5,0.6,0.501,0,amenity_gesture,Welcome amenity,55,25,845,150,695,0,0.578,0.495,0.486,0.494,0.674,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.22,0.416,0.312,false,0.32,sample_seed_local_demand_context,745,720,725,1.035,0.494,false,141,1.076,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00111,TKT000111,PMS001532,CRM001532,0.78,guest_key_date_window,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,business_traveler,690,3450,5070,0.343,0.2,2026-09-14,2026-09-16,direct,true,0,2,room_readiness_delay,checkin wait,outcome,2,false,0.88,true,5,0.201,0.455,6.9,late_checkout,4pm checkout,100,20,175,175,0,0,0.71,0.641,0.821,0.584,0.584,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.22,0.036,0.204,false,0.32,sample_seed_local_demand_context,825,815,820,1.012,0.81,true,213,1.203,6,0.92,sample_seed_public_rate_shape,
case_00112,TKT000112,PMS000720,CRM000720,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,returning_guest,wellness_getaway,540,2160,8840,0.381,0.2,2026-12-19,2026-12-19,corporate,false,0,0,room_assignment_expectation_gap,room type mismatch,outcome,3,false,0.74,true,5,0.589,0.526,5.8,late_checkout,4pm checkout,65,13,525,280,0,175,0.627,0.64,0.412,0.517,0.485,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.48,0.148,0.412,false,0.32,sample_seed_local_demand_context,755,710,732,1.063,0.534,false,149,1.1,6,0.92,sample_seed_public_rate_shape,
case_00113,TKT000113,PMS000858,CRM000858,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,local_staycation,600,4200,8590,0.397,0,2026-10-24,2026-10-24,direct,false,0,1,billing_or_fee_dispute,billing,process,4,false,0.6,false,5,0.8,0.577,0,,,0,0,0,0,0,0,0.611,0.781,0.428,0.479,0.468,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.58,0.28,sample_seed_review_taxonomy_prior,0.48,0.044,0.401,false,0.32,sample_seed_local_demand_context,685,725,715,0.945,0.257,false,94,0.968,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00114,TKT000114,PMS000670,CRM000670,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,coastal_weekend,770,1540,1730,0.206,0,2026-07-23,2026-07-23,corporate,true,1,1,room_assignment_expectation_gap,wrong room,outcome,4,false,0.79,true,5,0.8,0.605,0,lobby_lounge_credit,Lobby F&B,140,53,0,0,0,0,0.869,0.863,0.717,0.61,0.829,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.22,0.097,0.247,false,0.32,sample_seed_local_demand_context,760,710,735,1.07,0.553,false,153,1.11,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00115,TKT000115,PMS000002,CRM000002,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,loyalty_guest,business_traveler,710,1420,2556,0.392,0.2,2026-01-27,2026-01-27,direct,true,1,1,room_assignment_expectation_gap,room type mismatch,outcome,3,false,0.74,true,5,0.6,0.501,0,amenity_gesture,Bottle/amenity,65,29,205,205,0,0,0.507,0.508,0.256,0.263,0.439,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.22,0.064,0.271,false,0.32,sample_seed_local_demand_context,710,665,675,1.068,0.356,false,112,1.026,6,0.92,sample_seed_public_rate_shape,ltv_imputed;no_review_or_survey
case_00116,TKT000116,PMS001322,CRM001322,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.62,reservation_level_comp_match,loyalty_guest,wellness_getaway,690,3450,21150,0.688,0,2026-07-23,2026-07-26,direct,true,0,2,noise_disruption,noise,process,2,true,0.48,false,5,0.4,0.381,0,partial_room_refund,Room rate adjustment,0,0,825,715,0,110,0.928,0.942,0.875,0.908,0.828,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.62,0.28,sample_seed_review_taxonomy_prior,0.7,0.153,0.602,false,0.32,sample_seed_local_demand_context,935,870,892,1.075,1.0,true,280,1.299,6,0.92,sample_seed_public_rate_shape,severity_inferred;no_review_or_survey
case_00117,TKT000117,PMS000493,CRM000493,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,returning_guest,wellness_getaway,930,2790,8180,0.436,0,2026-07-13,2026-07-15,direct,false,0,2,f_and_b_service_lapse,fb service,process,3,false,0.7,true,5,0.6,0.479,0,,,0,0,135,105,0,0,0.701,0.562,0.504,0.376,0.567,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.22,0.173,0.241,false,0.32,sample_seed_local_demand_context,795,800,798,0.994,0.692,false,185,1.151,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00118,TKT000118,PMS001325,CRM001325,0.78,guest_key_date_window,0.95,direct_crm_id,0.0,no_comp_record,new_guest,coastal_weekend,670,4020,7380,0.361,0,2026-02-20,2026-02-20,direct,false,0,0,room_assignment_expectation_gap,view issue,outcome,4,false,0.79,true,5,0.86,0.526,5.8,,,0,0,445,445,0,0,0.666,0.678,0.617,0.699,0.346,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.48,0.074,0.37,false,0.32,sample_seed_local_demand_context,660,705,692,0.936,0.158,false,76,0.926,6,0.92,sample_seed_public_rate_shape,no_comp_record
case_00119,TKT000119,PMS000974,CRM000974,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,vip_guest,design_leisure,910,3640,20510,0.766,0,2026-03-21,2026-03-22,corporate,false,0,1,maintenance_issue,facilities issue,outcome,4,false,0.83,false,42,0.728,0.529,5.8,,,0,0,940,940,0,0,0.639,0.844,0.402,0.619,0.334,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.48,0.132,0.443,false,0.32,sample_seed_local_demand_context,750,745,748,1.007,0.514,false,145,1.078,6,0.92,sample_seed_public_rate_shape,no_comp_record
case_00120,TKT000120,PMS000162,CRM000162,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,returning_guest,family_beach_trip,890,6230,23220,0.685,0,2026-06-08,2026-06-09,ota,false,0,2,billing_or_fee_dispute,folio issue,process,2,true,0.55,false,5,0.4,0.37,0,,,0,0,290,290,0,0,0.464,0.349,0.608,0.358,0.59,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.58,0.28,sample_seed_review_taxonomy_prior,0.22,0.159,0.228,false,0.32,sample_seed_local_demand_context,775,775,775,1.0,0.613,false,166,1.117,6,0.92,sample_seed_public_rate_shape,severity_inferred;no_review_or_survey;no_comp_record
case_00121,TKT000121,PMS000986,CRM000986,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.62,reservation_level_comp_match,new_guest,business_traveler,680,2040,3672,0.232,0.2,2026-08-14,2026-08-16,ota,false,0,0,room_assignment_expectation_gap,wrong room,outcome,3,false,0.74,true,5,0.706,0.39,7.5,late_checkout,Late checkout,80,16,75,75,0,0,0.911,0.843,0.744,0.674,0.592,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.7,0.039,0.568,false,0.32,sample_seed_local_demand_context,965,925,945,1.043,1.0,true,290,1.291,6,0.92,sample_seed_public_rate_shape,ltv_imputed
case_00122,TKT000122,PMS000523,CRM000523,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,returning_guest,coastal_weekend,750,750,2070,0.265,0,2026-07-20,2026-07-20,ota,false,1,1,maintenance_issue,engineering,outcome,5,false,0.83,true,5,1.0,0.712,0,rooftop_f_and_b_credit,Food Credit,130,52,660,660,0,0,0.783,0.864,0.687,0.517,0.712,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.22,0.071,0.229,false,0.32,sample_seed_local_demand_context,695,690,692,1.007,0.296,false,101,0.986,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00123,TKT000123,PMS001465,CRM001465,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,local_staycation,710,4260,7668,0.39,0,2026-04-09,2026-04-10,ota,false,0,1,room_readiness_delay,checkin wait,outcome,5,false,0.93,true,5,0.858,0.655,4.4,future_stay_credit,Comeback offer,350,210,100,100,0,0,0.478,0.563,0.574,0.538,0.279,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.48,0.054,0.443,false,0.32,sample_seed_local_demand_context,770,700,720,1.1,0.593,false,162,1.134,6,0.92,sample_seed_public_rate_shape,ltv_imputed
case_00124,TKT000124,PMS001448,CRM001448,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,loyalty_guest,wellness_getaway,680,680,3710,0.354,0,2026-01-10,2026-01-10,group_or_event,false,0,0,maintenance_issue,maintenance,outcome,3,true,0.78,false,5,0.691,0.457,6.7,,,0,0,390,310,0,80,0.696,0.741,0.323,0.472,0.387,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.48,0.531,0.491,false,0.32,sample_seed_local_demand_context,675,625,650,1.08,0.217,false,86,0.971,6,0.92,sample_seed_public_rate_shape,severity_inferred;no_comp_record
case_00125,TKT000125,PMS001292,CRM001292,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,event_or_wedding,590,2360,3600,0.246,0.2,2026-07-09,2026-07-10,direct,true,1,0,f_and_b_service_lapse,dining delay,process,4,false,0.75,true,5,0.663,0.456,6.4,room_upgrade,Upgrade,275,69,0,0,0,0,0.99,0.96,0.896,0.811,0.894,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.7,0.327,0.629,false,0.32,sample_seed_local_demand_context,895,890,892,1.006,1.0,true,268,1.282,6,0.92,sample_seed_public_rate_shape,
case_00126,TKT000126,PMS000418,CRM000418,0.78,guest_key_date_window,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,business_traveler,720,5040,6920,0.403,0.2,2026-05-04,2026-05-07,direct,true,1,0,noise_disruption,sleep disruption,process,3,false,0.48,true,5,0.6,0.485,0,rooftop_f_and_b_credit,F&B,175,70,40,40,0,0,0.597,0.602,0.619,0.1,0.341,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.62,0.28,sample_seed_review_taxonomy_prior,0.22,0.06,0.231,false,0.32,sample_seed_local_demand_context,810,660,712,1.227,0.751,true,199,1.232,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00127,TKT000127,PMS001145,CRM001145,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,family_beach_trip,670,1340,2180,0.201,0,2026-10-13,2026-10-13,corporate,false,0,1,room_assignment_expectation_gap,room type mismatch,outcome,3,false,0.74,true,5,0.6,0.501,0,,,0,0,100,100,0,0,0.483,0.553,0.514,0.303,0.275,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.22,0.163,0.245,false,0.32,sample_seed_local_demand_context,635,570,590,1.114,0.059,false,59,0.913,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00128,TKT000128,PMS000457,CRM000457,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.62,reservation_level_comp_match,new_guest,coastal_weekend,600,1800,2730,0.212,0.2,2026-11-13,2026-11-13,ota,false,1,0,housekeeping_miss,housekeeping,outcome,3,false,0.9,true,5,0.6,0.513,0,late_checkout,Extended departure,75,15,175,75,0,100,0.53,0.577,0.428,0.532,0.123,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.72,0.28,sample_seed_review_taxonomy_prior,0.48,0.077,0.366,false,0.32,sample_seed_local_demand_context,750,730,740,1.027,0.514,false,145,1.083,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00129,TKT000129,PMS000872,CRM000872,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.62,reservation_level_comp_match,new_guest,design_leisure,600,1200,2160,0.178,0,2026-11-14,2026-11-15,ota,true,0,0,spa_wellness_service_issue,spa issue,process,3,false,0.74,false,5,0.474,0.443,6.7,lobby_lounge_credit,Lounge credit,115,44,810,285,470,55,0.609,0.655,0.277,0.509,0.309,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.64,0.28,sample_seed_review_taxonomy_prior,0.48,0.113,0.41,false,0.32,sample_seed_local_demand_context,820,760,790,1.079,0.791,true,208,1.212,6,0.92,sample_seed_public_rate_shape,ltv_imputed
case_00130,TKT000130,PMS000078,CRM000078,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,vip_guest,wellness_getaway,820,3280,22850,0.749,0.2,2026-11-24,2026-11-26,corporate,false,0,0,f_and_b_service_lapse,dining delay,process,3,false,0.7,true,5,0.704,0.528,5.5,rooftop_f_and_b_credit,Rooftop credit,190,76,180,180,0,0,0.728,0.776,0.714,0.513,0.223,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.22,0.081,0.206,false,0.32,sample_seed_local_demand_context,600,625,622,0.96,0.0,false,48,0.86,6,0.92,sample_seed_public_rate_shape,
case_00131,TKT000131,PMS000247,CRM000247,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,wellness_getaway,550,2200,3900,0.258,0,2026-05-29,2026-05-30,direct,true,1,1,room_readiness_delay,arrival delay,outcome,3,false,0.88,true,5,0.6,0.518,0,,,0,0,0,0,0,0,0.695,0.758,0.566,0.691,0.564,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.48,0.061,0.429,false,0.32,sample_seed_local_demand_context,895,875,885,1.023,1.0,true,268,1.286,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00132,TKT000132,PMS000385,CRM000385,0.78,guest_key_date_window,0.95,direct_crm_id,0.0,no_comp_record,returning_guest,coastal_weekend,590,4130,8590,0.486,0,2026-10-06,2026-10-09,ota,false,0,1,valet_or_parking_delay,valet wait,process,2,true,0.62,true,5,0.821,0.374,7.0,,,0,0,185,125,0,60,0.68,0.75,0.493,0.586,0.306,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.56,0.18,sample_seed_review_taxonomy_prior,0.48,0.086,0.389,false,0.32,sample_seed_local_demand_context,725,695,710,1.043,0.415,false,124,1.045,6,0.92,sample_seed_public_rate_shape,severity_inferred;no_comp_record
case_00133,TKT000133,PMS001454,CRM001454,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,design_leisure,650,2600,4800,0.285,0,2026-05-06,2026-05-08,travel_advisor,true,1,1,room_assignment_expectation_gap,room type mismatch,outcome,4,false,0.79,true,5,0.8,0.605,0,,,0,0,400,400,0,0,0.948,0.984,0.813,0.911,0.815,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.48,0.124,0.461,false,0.32,sample_seed_local_demand_context,880,860,865,1.023,1.0,true,264,1.286,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00134,TKT000134,PMS000242,CRM000242,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,loyalty_guest,event_or_wedding,760,1520,7460,0.446,0.2,2026-08-02,2026-08-02,direct,false,0,1,rooftop_pool_access_issue,pool access,process,3,false,0.64,false,5,0.6,0.479,0,amenity_gesture,Bottle/amenity,65,29,350,325,0,25,0.658,0.678,0.355,0.608,0.71,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.7,0.278,0.64,false,0.32,sample_seed_local_demand_context,925,875,898,1.057,1.0,true,278,1.294,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00135,TKT000135,PMS001332,CRM001332,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,event_or_wedding,890,2670,3780,0.278,0,2026-04-22,2026-04-24,ota,false,0,1,valet_or_parking_delay,car delay,process,4,false,0.67,true,5,0.753,0.565,4.9,,,0,0,610,610,0,0,0.32,0.275,0.587,0.255,0.429,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.56,0.18,sample_seed_review_taxonomy_prior,0.48,0.086,0.425,false,0.32,sample_seed_local_demand_context,805,770,788,1.045,0.731,true,194,1.178,6,0.92,sample_seed_public_rate_shape,no_comp_record
case_00136,TKT000136,PMS000341,CRM000341,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,loyalty_guest,design_leisure,670,1340,2412,0.371,0,2026-12-02,2026-12-02,direct,false,0,0,rooftop_pool_access_issue,cabana issue,process,1,false,0.64,true,5,0.129,0.264,8.8,,,0,0,175,105,0,70,0.481,0.37,0.277,0.302,0.195,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.22,0.126,0.229,false,0.32,sample_seed_local_demand_context,665,635,650,1.047,0.178,false,79,0.946,6,0.92,sample_seed_public_rate_shape,ltv_imputed;no_comp_record
case_00137,TKT000137,PMS000175,CRM000175,0.58,room_date_window,0.95,direct_crm_id,1.0,direct_ticket_id,vip_guest,coastal_weekend,650,650,1170,0.419,0.12,2026-11-16,2026-11-16,direct,false,0,0,room_assignment_expectation_gap,wrong room,outcome,3,true,0.74,true,5,0.6,0.501,0,rooftop_f_and_b_credit,F&B,160,64,995,170,825,0,0.573,0.766,0.604,0.444,0.373,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.22,0.155,0.273,false,0.32,sample_seed_local_demand_context,625,630,628,0.992,0.02,false,53,0.868,6,0.92,sample_seed_public_rate_shape,low_reservation_match_confidence;severity_inferred;ltv_imputed;no_review_or_survey
case_00138,TKT000138,PMS000867,CRM000867,0.78,guest_key_date_window,0.95,direct_crm_id,0.0,no_comp_record,loyalty_guest,design_leisure,670,2010,8720,0.497,0.2,2026-10-06,2026-10-06,ota,false,0,2,spa_wellness_service_issue,spa issue,process,4,false,0.79,true,5,0.8,0.594,0,,,0,0,130,130,0,0,0.684,0.586,0.573,0.432,0.412,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.64,0.28,sample_seed_review_taxonomy_prior,0.22,0.055,0.184,false,0.32,sample_seed_local_demand_context,705,670,672,1.052,0.336,false,109,1.014,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
