audit_id,recovery_case_id,service_ticket_id,pms_reservation_id,audit_class,audit_flags,recommended_action,guest_tier,traveler_segment,failure_category,severity,recovery_need_score,review_risk_score,stay_value,estimated_lifetime_value,public_rate_pressure_index,high_demand_rate_flag,target_public_rate,comp_set_median_rate,rate_context_confidence,pricing_provenance,actual_comp_codes_normalized,actual_comp_face_value,actual_comp_internal_cost,recommended_comp_code,recommended_comp_label,recommended_comp_value,recommended_internal_cost,recommended_internal_cost_low,recommended_internal_cost_high,recommended_minus_actual_value,internal_cost_delta,manager_review_flag,decision_confidence,recommendation_stability,policy_id,policy_version,reservation_match_confidence,crm_match_confidence,data_quality_flags,recommendation_reason_codes
audit_00147,case_00147,TKT000147,PMS000778,over_comped,high_severity,Review downward variance between the matched synthetic action and context-engine recommendation.,new_guest,local_staycation,housekeeping_miss,4,66.32,0.546,1780,2720,1.0,true,900,930,0.92,sample_seed_public_rate_shape,room_upgrade,265,66,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,-85,6,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery;property_fit_changed_recovery
audit_00148,case_00148,TKT000148,PMS000533,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,design_leisure,f_and_b_service_lapse,3,52.42,0.432,1300,2610,0.158,false,660,680,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00149,case_00149,TKT000149,PMS001466,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,business_traveler,spa_wellness_service_issue,3,53.07,0.49,960,1570,0.158,false,660,695,0.92,sample_seed_public_rate_shape,amenity_gesture,70,32,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,205,119,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00150,case_00150,TKT000150,PMS001156,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,coastal_weekend,noise_disruption,1,31.12,0.277,1860,2720,0.178,false,665,645,0.92,sample_seed_public_rate_shape,,0,0,late_checkout,late checkout,75,15,6,34,75,15,false,high,0.926,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00151,case_00151,TKT000151,PMS000345,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,design_leisure,housekeeping_miss,3,58.95,0.513,3500,6040,0.711,false,800,730,0.92,sample_seed_public_rate_shape,,0,0,future_stay_credit,future-stay credit,245,147,74,208,245,147,false,high,0.815,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;recoverable_before_checkout
audit_00152,case_00152,TKT000152,PMS001377,aligned_recovery,severity_inferred,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,design_leisure,maintenance_issue,3,56.81,0.497,3360,6610,0.415,false,725,695,0.92,sample_seed_public_rate_shape,rooftop_f_and_b_credit,180,72,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,95,79,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,severity_inferred,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00153,case_00153,TKT000153,PMS000077,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,returning_guest,family_beach_trip,housekeeping_miss,2,52.73,0.409,4900,15610,0.0,false,585,535,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00154,case_00154,TKT000154,PMS000198,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,returning_guest,coastal_weekend,room_assignment_expectation_gap,2,48.67,0.398,550,2190,0.81,true,825,855,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery
audit_00155,case_00155,TKT000155,PMS000377,aligned_recovery,high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,vip_guest,family_beach_trip,spa_wellness_service_issue,5,73.66,0.491,2280,19280,0.632,false,780,745,0.92,sample_seed_public_rate_shape,spa_wellness_credit,395,217,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,182,99,248,-65,-35,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,high_guest_relationship_value;hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00156,case_00156,TKT000156,PMS000454,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,design_leisure,valet_or_parking_delay,3,53.21,0.42,2700,3380,0.277,false,690,710,0.92,sample_seed_public_rate_shape,parking_fee_waiver,95,17,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,-10,-2,false,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00157,case_00157,TKT000157,PMS000990,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,wellness_getaway,room_assignment_expectation_gap,2,45.27,0.398,1770,2630,0.119,false,650,635,0.92,sample_seed_public_rate_shape,rooftop_f_and_b_credit,175,70,room_upgrade,room upgrade,300,75,24,195,125,5,false,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00158,case_00158,TKT000158,PMS001273,aligned_recovery,high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,returning_guest,wellness_getaway,f_and_b_service_lapse,4,65.76,0.583,2070,4480,0.534,false,755,710,0.92,sample_seed_public_rate_shape,lobby_lounge_credit,135,51,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,45,21,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;high_severity_issue;high_perceived_value_lower_estimated_cost
audit_00159,case_00159,TKT000159,PMS000007,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,loyalty_guest,design_leisure,room_assignment_expectation_gap,2,48.43,0.398,820,1476,0.04,false,630,650,0.92,sample_seed_public_rate_shape,,0,0,room_upgrade,room upgrade,300,75,24,195,300,75,false,moderate,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,ltv_imputed;no_review_or_survey;no_comp_record,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00160,case_00160,TKT000160,PMS000808,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,event_or_wedding,rooftop_pool_access_issue,2,41.82,0.375,1100,1980,0.553,false,760,735,0.92,sample_seed_public_rate_shape,parking_fee_waiver,85,15,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,54,34,81,50,39,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,ltv_imputed;no_review_or_survey,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00161,case_00161,TKT000161,PMS001259,under_recovered,high_severity,Review upward variance between the matched synthetic action and context-engine recommendation.,new_guest,business_traveler,room_assignment_expectation_gap,4,63.57,0.606,560,1130,0.553,true,760,820,0.92,sample_seed_public_rate_shape,spa_wellness_credit,0,0,room_upgrade,room upgrade,360,90,29,234,360,90,false,high,0.926,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00162,case_00162,TKT000162,PMS000775,aligned_recovery,severity_inferred,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,coastal_weekend,housekeeping_miss,3,56.59,0.513,900,1510,0.198,false,670,690,0.92,sample_seed_public_rate_shape,amenity_gesture,75,34,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,75,26,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,severity_inferred;no_review_or_survey,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00163,case_00163,TKT000163,PMS001021,data_quality_hold,no_historical_comp_record;high_severity,Resolve source matching or missing reference action before comparing policies.,new_guest,coastal_weekend,housekeeping_miss,4,67.58,0.616,2100,3220,0.0,false,580,560,0.92,sample_seed_public_rate_shape,,0,0,future_stay_credit,future-stay credit,245,147,74,208,245,147,false,high,0.926,intelligent_generosity,smp-public-context-v1.0.0,0.78,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout
audit_00164,case_00164,TKT000164,PMS000989,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,business_traveler,valet_or_parking_delay,3,50.03,0.455,1740,2770,0.534,false,755,730,0.92,sample_seed_public_rate_shape,parking_fee_waiver,90,16,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,-5,-1,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,0.78,0.95,no_review_or_survey,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00165,case_00165,TKT000165,PMS000979,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,coastal_weekend,maintenance_issue,3,55.67,0.504,1800,3350,0.336,false,705,670,0.92,sample_seed_public_rate_shape,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,275,151,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,0.78,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00166,case_00166,TKT000166,PMS000845,data_quality_hold,no_historical_comp_record;high_severity,Resolve source matching or missing reference action before comparing policies.,new_guest,local_staycation,room_assignment_expectation_gap,4,66.16,0.605,1400,2070,0.198,false,670,690,0.92,sample_seed_public_rate_shape,,0,0,room_upgrade,room upgrade,360,90,29,234,360,90,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00167,case_00167,TKT000167,PMS000637,aligned_recovery,high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,design_leisure,spa_wellness_service_issue,5,71.02,0.547,3200,5760,0.692,false,795,770,0.92,sample_seed_public_rate_shape,partial_room_refund,270,270,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,182,99,248,60,-88,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,ltv_imputed,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00168,case_00168,TKT000168,PMS000698,data_quality_hold,weak_identity_or_reservation_match;severity_inferred;no_historical_comp_record;manager_review_model_flag;low_decision_confidence,Resolve source matching or missing reference action before comparing policies.,loyalty_guest,coastal_weekend,room_assignment_expectation_gap,3,60.36,0.501,6300,36520,0.138,false,655,630,0.92,sample_seed_public_rate_shape,,0,0,room_upgrade,room upgrade,360,90,29,234,360,90,true,low,1.0,intelligent_generosity,smp-public-context-v1.0.0,0.58,0.95,low_reservation_match_confidence;severity_inferred;no_review_or_survey;no_comp_record,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;manager_review_required
audit_00169,case_00169,TKT000169,PMS000522,aligned_recovery,high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,business_traveler,housekeeping_miss,4,66.36,0.616,980,1400,0.158,false,660,635,0.92,sample_seed_public_rate_shape,late_checkout,110,22,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,70,50,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;property_fit_changed_recovery
audit_00170,case_00170,TKT000170,PMS001304,under_recovered,,Review upward variance between the matched synthetic action and context-engine recommendation.,returning_guest,family_beach_trip,room_readiness_delay,3,58.97,0.479,2070,4790,0.692,false,795,790,0.92,sample_seed_public_rate_shape,amenity_gesture,50,22,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,130,50,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,hotel_responsible_failure;high_perceived_value_lower_estimated_cost;property_fit_changed_recovery
audit_00171,case_00171,TKT000171,,data_quality_hold,weak_identity_or_reservation_match;manager_review_model_flag;low_decision_confidence;high_severity,Resolve source matching or missing reference action before comparing policies.,new_guest,local_staycation,room_readiness_delay,4,65.7,0.622,0,1820,0.751,true,810,660,0.92,sample_seed_public_rate_shape,late_checkout,80,16,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,100,56,true,low,1.0,intelligent_generosity,smp-public-context-v1.0.0,0.0,0.95,unmatched_reservation;no_review_or_survey,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;manager_review_required;public_rate_pressure_changed_recovery
audit_00172,case_00172,TKT000172,PMS001323,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,loyalty_guest,business_traveler,noise_disruption,1,37.86,0.278,2340,9880,0.613,false,775,775,0.92,sample_seed_public_rate_shape,amenity_gesture,50,22,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,54,34,81,85,32,false,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,high_guest_relationship_value;high_perceived_value_lower_estimated_cost
audit_00173,case_00173,TKT000173,PMS000863,over_comped,high_severity,Review downward variance between the matched synthetic action and context-engine recommendation.,loyalty_guest,local_staycation,valet_or_parking_delay,4,65.73,0.493,2340,8440,0.059,false,635,680,0.92,sample_seed_public_rate_shape,partial_room_refund,355,355,future_stay_credit,future-stay credit,275,165,82,234,-80,-190,false,high,0.889,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,high_guest_relationship_value;high_severity_issue;recoverable_before_checkout
